customer_id,age,gender,marital_status,education_level,employment_status,income,city,credit_score,account_age_months,card_type,credit_limit,annual_fee,interest_rate,num_products,has_loan,has_savings_account,monthly_spending,avg_transaction_amount,monthly_transactions,online_transactions,international_transactions,cash_withdrawals,utilization_ratio,payment_delay_count,late_payment_amount,app_logins_monthly,website_visits_monthly,customer_service_calls,complaints_count,support_satisfaction,reward_points,offers_received,offers_redeemed,financial_stress_score,engagement_score,customer_value_score,churn_risk_score,churn_probability,churned
CUST-0040250,24,Male,Married,Bachelor,Student,96738.46,Other,707,10,Standard,9300,0,14.27,3,1,0,2470.84,41.18,60,13,6,1,0.32,0,0,15,9,0,0,4.4,2923,3,1,17.75,91.51,22.9,0.57,0.0057,0
CUST-0040251,23,Male,Single,Bachelor,Employed,15310.57,Chicago,721,18,Standard,2300,0,14.88,2,1,1,1033.3,64.58,16,7,0,0,0.423,0,0,12,7,0,0,4.7,941,1,0,25.82,64.25,20.24,6.65,0.0665,0
CUST-0040252,63,Female,Married,Bachelor,Self-Employed,110718.44,Other,662,9,Standard,14000,0,18.63,2,0,0,4407.14,35.54,124,82,5,0,0.332,0,0,10,10,1,0,3.7,5068,1,0,16.93,64.61,24.91,3.95,0.0395,0
CUST-0040253,33,Female,Married,Master,Employed,82516.69,Phoenix,656,52,Standard,11900,0,18.07,1,0,1,3674.79,69.34,53,27,0,0,0.338,0,0,13,8,2,1,3.2,5351,3,1,21.99,65.46,31.02,29.17,0.2917,1
CUST-0040254,37,Male,Married,Associate,Retired,135058.57,Chicago,724,9,Gold,47200,150,17.68,2,1,0,6211.13,110.91,56,29,30,2,0.137,0,0,16,8,0,0,3.9,5166,3,1,9.85,80.3,58.53,0.93,0.0093,0
CUST-0040255,52,Male,Married,Associate,Employed,106134.98,Other,759,66,Silver,24800,50,12.48,2,1,1,6832.49,117.8,58,23,0,2,0.393,0,0,14,6,0,0,3,8298,2,1,25.09,75,57.37,3.81,0.0381,0
CUST-0040256,28,Female,Married,High School,Employed,29110.99,Other,736,23,Silver,6500,50,19.2,2,1,1,3642.81,121.43,30,10,0,4,0.638,0,0,13,2,0,0,3.9,3360,4,0,34.4,57.24,48,9.2,0.092,0
CUST-0040257,40,Female,Single,Bachelor,Unemployed,133614.34,Other,587,18,Standard,14800,0,20.91,3,0,0,5164.88,109.89,47,17,5,1,0.325,0,0,14,10,3,1,2.8,5222,4,0,24.48,86.19,27.75,4.01,0.0401,0
CUST-0040258,55,Female,Married,Bachelor,Student,96440.64,Other,675,4,Standard,13400,0,17.61,1,0,0,7314.11,48.76,150,65,16,1,0.525,0,0,8,7,1,0,4.3,10093,1,1,29.96,55.64,31.26,7.32,0.0732,0
CUST-0040259,25,Male,Single,Bachelor,Employed,45862.16,Los Angeles,751,88,Standard,7500,0,15.07,3,0,0,984.08,82.01,12,2,0,0,0.146,1,23.48,13,9,0,0,4.2,963,5,1,19.04,83.65,49.12,0.66,0.0066,0
CUST-0040260,37,Female,Divorced,Bachelor,Employed,62129.54,Chicago,747,58,Standard,7200,0,16.35,1,1,1,721.21,65.56,11,6,2,0,0.097,1,15,10,7,0,0,4.4,619,5,1,30.6,56.94,27.13,20.99,0.2099,0
CUST-0040261,29,Female,Single,Associate,Self-Employed,53194.79,Other,623,3,Standard,6100,0,21.84,2,0,1,2615.07,118.87,22,13,1,1,0.552,0,0,13,7,0,0,4.1,2333,4,1,32,75.78,29.68,2.2,0.022,0
CUST-0040262,33,Female,Divorced,Bachelor,Employed,48810.15,Other,472,256,Silver,11200,50,21.01,1,0,1,7777.68,99.71,78,24,13,0,0.911,0,0,7,4,0,0,3.9,6487,5,1,45.07,42.38,100,46.31,0.4631,1
CUST-0040263,59,Female,Married,Bachelor,Employed,72334.72,Los Angeles,745,82,Standard,3800,0,14.74,2,0,0,1410.76,70.54,20,10,0,2,0.34,0,0,6,8,0,0,4.2,1867,1,0,24.55,53.03,48.06,7.85,0.0785,0
CUST-0040264,62,Female,Married,Master,Unemployed,176926.14,Other,650,64,Silver,42100,50,17.01,1,0,1,13109.67,87.4,150,52,0,0,0.334,2,78.92,8,6,5,3,2.4,14298,2,1,49.13,51.83,78.93,89.15,0.8915,1
CUST-0040265,47,Female,Married,Bachelor,Employed,40517.41,Houston,541,54,Standard,5300,0,20.81,1,1,0,3491.56,96.99,36,21,9,3,0.83,0,0,7,7,0,0,4.9,2931,3,1,43.81,40.97,36.72,27.41,0.2741,0
CUST-0040266,50,Male,Widowed,Bachelor,Employed,130250.6,San Diego,659,111,Silver,31500,50,17.91,1,0,1,4852.04,32.35,150,96,2,1,0.168,1,44,11,5,1,0,4.2,6583,2,2,28.04,61.16,64.04,26.78,0.2678,0
CUST-0040267,50,Male,Married,Bachelor,Unemployed,78263.37,Other,701,123,Gold,29500,150,16.88,1,1,0,10974.12,73.16,150,96,2,1,0.42,0,0,12,4,1,0,3,11518,2,0,26.21,44.11,100,22.08,0.2208,0
CUST-0040268,35,Female,Married,Bachelor,Employed,157128.5,Dallas,641,20,Silver,36800,50,18.42,2,0,1,19409.12,129.39,150,48,9,2,0.636,0,0,12,5,1,1,3.2,18247,5,2,38.88,70.09,68.1,8.53,0.0853,0
CUST-0040269,47,Female,Married,Associate,Unemployed,63001.59,Other,837,2,Gold,27100,150,11.22,1,1,1,6040.18,68.64,88,17,20,1,0.313,1,46.82,19,9,0,0,4.1,7742,1,0,37.05,76.03,52.55,7.15,0.0715,0
CUST-0040270,27,Male,Single,Associate,Employed,36228.75,Other,666,1,Silver,8200,50,18.25,3,0,1,3414.49,103.47,33,17,0,1,0.48,0,0,15,9,2,0,4.1,4273,4,1,26.78,87.82,30.51,3.15,0.0315,0
CUST-0040271,31,Female,Married,Bachelor,Employed,77609.37,Los Angeles,833,84,Standard,11200,0,12.3,2,0,1,4555.77,36.16,126,72,0,1,0.485,0,0,15,7,0,0,3.9,5598,2,1,16.25,73,42.43,5,0.05,0
CUST-0040272,42,Female,Married,Bachelor,Student,104885.85,Other,688,5,Standard,16200,0,16.26,1,1,1,1353.44,96.67,14,7,2,1,0.117,1,30.51,19,8,0,0,3.3,1737,5,2,23.4,100,32.87,3.79,0.0379,0
CUST-0040273,30,Female,Single,Bachelor,Employed,98814.69,New York,723,16,Standard,8400,0,17.49,3,0,0,4223.67,98.22,43,9,7,0,0.599,1,36.94,13,12,4,2,2.2,4644,3,0,48.47,84.31,23.23,28.26,0.2826,1
CUST-0040274,27,Female,Married,Master,Unemployed,74268.83,Other,680,11,Silver,22400,50,17.57,1,1,1,9845.97,110.63,89,68,15,1,0.541,2,321.14,10,5,0,0,3.9,11140,1,0,65.11,44.49,43.77,78.05,0.7805,1
CUST-0040275,34,Male,Married,Bachelor,Student,144456.38,Other,632,74,Standard,18900,0,18.04,1,1,1,8927.11,95.99,93,32,1,2,0.617,0,0,12,3,0,0,3.8,9613,6,2,32.15,53.77,46.7,24.16,0.2416,1
CUST-0040276,58,Male,Single,High School,Employed,42686.98,Los Angeles,529,1,Silver,13100,50,19.39,1,0,0,5218.39,94.88,55,27,7,1,0.427,0,0,18,13,5,3,1.7,5761,2,0,40.15,69.55,35.39,65.79,0.6579,1
CUST-0040277,64,Male,Single,Associate,Employed,114318.54,Other,850,15,Silver,28300,50,11.99,1,0,1,4342.34,63.86,68,51,6,0,0.217,1,15,16,6,4,1,2.8,3689,5,4,17.78,83.4,40.85,5.97,0.0597,0
CUST-0040278,43,Male,Single,High School,Self-Employed,59271.62,Los Angeles,664,52,Standard,5200,0,18.13,1,1,0,528.54,75.51,7,4,0,1,0.136,0,0,9,4,0,0,5,558,2,0,7.94,34.56,28.49,6.09,0.0609,0
CUST-0040279,51,Male,Married,Bachelor,Retired,77317.67,Other,735,194,Standard,13100,0,15.42,3,0,1,2688.81,122.22,22,4,0,2,0.211,0,0,11,8,0,0,3.6,2694,2,2,10.07,87.68,61.49,0.32,0.0032,0
CUST-0040280,36,Male,Single,Bachelor,Employed,113063.03,San Diego,786,24,Platinum,58200,450,16.19,1,0,1,23350.94,155.67,150,92,22,2,0.403,0,0,15,8,3,1,3.1,31217,3,1,24.99,69.9,100,17.11,0.1711,0
CUST-0040281,18,Female,Single,Bachelor,Employed,40088.29,Other,802,19,Standard,2300,0,14.25,2,0,0,875.49,109.44,8,6,0,1,0.517,0,0,13,6,0,0,4.5,794,1,1,21.37,67.71,28.31,2.1,0.021,0
CUST-0040282,32,Female,Single,High School,Unemployed,58777.05,San Antonio,725,91,Silver,14900,50,15.37,2,1,1,5668.11,88.56,64,16,0,2,0.393,0,0,12,6,0,0,4,6792,4,0,23.08,64.32,54.93,7.99,0.0799,1
CUST-0040283,39,Male,Single,Master,Employed,64127.18,Houston,636,41,Standard,8600,0,19.63,1,0,1,4178.94,31.42,133,103,2,1,0.599,0,0,10,7,1,1,3.7,5789,5,1,30.92,61.29,35.05,18.1,0.181,1
CUST-0040284,45,Male,Divorced,Associate,Employed,43608.17,Other,606,56,Gold,13300,150,20.04,2,0,1,3180.3,96.37,33,25,0,2,0.337,0,0,9,6,1,1,3.8,3971,5,4,19.78,89.04,76.69,4.36,0.0436,0
CUST-0040285,42,Male,Married,Doctorate,Unemployed,134395.58,Houston,469,8,Gold,49000,150,22.35,2,0,0,12314.14,82.09,150,73,28,0,0.32,0,0,15,5,2,1,2.5,14248,4,2,26.06,76.57,76.89,12.83,0.1283,0
CUST-0040286,40,Male,Single,High School,Employed,32112.39,San Antonio,621,34,Standard,6700,0,17.73,1,0,1,2346.03,93.84,25,14,6,2,0.418,1,15,14,7,1,1,3.4,3449,6,2,45.3,71.38,22.97,23.45,0.2345,0
CUST-0040287,36,Male,Single,Bachelor,Employed,54565.91,Chicago,824,11,Silver,11800,50,12.84,3,1,1,1194.75,119.48,10,6,2,1,0.125,1,15,5,5,1,1,3.4,1517,3,0,18.78,52.37,27.24,11.02,0.1102,0
CUST-0040288,48,Male,Single,High School,Unemployed,50474.95,Other,705,2,Silver,10500,50,15.37,1,0,0,5671.63,49.75,114,28,33,1,0.546,0,0,12,8,9,4,1.8,4895,0,0,31.6,49.47,46.73,68.46,0.6846,1
CUST-0040289,26,Female,Single,Master,Employed,20463.97,Chicago,655,41,Silver,8100,50,17.81,4,0,1,3823.1,74.96,51,36,1,2,0.652,0,0,7,5,2,1,2.9,3392,1,0,36.67,67.76,48.66,16.88,0.1688,0
CUST-0040290,54,Male,Divorced,Master,Student,71012.65,Other,770,59,Gold,25700,150,13.56,2,1,0,8849.33,67.55,131,27,51,1,0.346,0,0,7,5,0,0,4.5,9842,5,2,18.93,57.9,77.1,6.54,0.0654,0
CUST-0040291,36,Female,Single,Bachelor,Employed,39176.73,Other,701,46,Standard,5400,0,17.54,1,0,1,837.63,33.51,25,18,0,1,0.21,0,0,9,4,0,0,4.2,1157,3,0,14.48,43.57,25.6,4.23,0.0423,0
CUST-0040292,70,Female,Single,High School,Employed,51374.81,Other,712,10,Gold,17600,150,15.32,1,0,1,3594.52,74.89,48,24,0,1,0.23,0,0,12,8,1,1,2.6,4495,2,0,19.92,59.82,42.02,13.33,0.1333,1
CUST-0040293,39,Male,Married,Associate,Employed,47757.13,Other,658,66,Gold,18700,150,16.73,2,0,1,10474.32,94.36,111,60,13,1,0.514,0,0,14,9,1,1,4.1,12885,3,3,39.72,88.29,77.45,4.79,0.0479,0
CUST-0040294,37,Female,Single,High School,Retired,47214.14,Houston,659,125,Silver,7500,50,15.42,3,0,0,3211.06,118.93,27,6,0,3,0.392,1,15,7,4,0,0,3.1,4488,1,0,44.49,54.77,63.08,20.79,0.2079,0
CUST-0040295,36,Female,Widowed,Bachelor,Employed,77864.35,Houston,629,26,Silver,18600,50,19.07,2,0,1,8701.56,89.71,97,67,13,1,0.495,0,0,8,7,2,1,1.6,7864,1,0,25.18,54.51,56.87,32.29,0.3229,1
CUST-0040296,37,Male,Single,High School,Employed,95843.81,Other,709,10,Standard,10900,0,15.97,2,0,1,2938.65,41.98,70,46,3,5,0.34,1,15,9,9,0,0,4.6,2632,5,1,29.61,54.33,31.41,12.59,0.1259,0
CUST-0040297,51,Male,Widowed,Bachelor,Employed,109646.37,Other,686,12,Gold,38700,150,16.42,1,1,0,12477.06,83.18,150,83,27,3,0.44,0,0,7,9,1,1,3.2,10241,3,3,23.06,60.16,74.77,10.16,0.1016,0
CUST-0040298,43,Male,Single,High School,Unemployed,90750.74,Other,731,69,Standard,12200,0,12.95,4,0,1,4439.04,30.61,145,31,19,1,0.481,0,0,11,7,3,2,2.9,3899,2,1,25.88,89.99,43.18,6.21,0.0621,0
CUST-0040299,56,Female,Single,Master,Retired,131796.6,Los Angeles,624,18,Standard,15700,0,19.71,2,0,0,3647.77,65.14,56,42,12,1,0.28,0,0,11,8,5,3,2.6,3715,5,2,21.85,80.76,25.84,15.25,0.1525,0
CUST-0040300,50,Male,Married,High School,Employed,82567.52,Los Angeles,635,97,Standard,9100,0,15.66,3,0,0,2882.37,115.29,25,9,7,5,0.375,0,0,14,9,0,0,4.3,3397,2,0,22.38,67.07,43.7,2.02,0.0202,0
CUST-0040301,44,Female,Single,Bachelor,Self-Employed,58332.99,New York,774,79,Standard,8200,0,17.5,2,0,1,1987.49,53.72,37,21,7,0,0.237,4,163.97,5,11,3,1,2.2,2535,2,1,64.87,58.89,34.34,88.54,0.8854,1
CUST-0040302,48,Male,Divorced,Bachelor,Self-Employed,58028.26,New York,733,189,Standard,6900,0,15.67,2,1,0,5536.99,36.91,150,95,1,0,0.755,0,0,16,5,2,1,4.2,5055,2,1,32.74,71.79,63.73,12.46,0.1246,0
CUST-0040303,59,Male,Married,Bachelor,Employed,119377.42,Philadelphia,610,18,Silver,28200,50,17.23,1,0,1,12204.58,81.36,150,101,8,1,0.473,0,0,13,5,6,2,2.4,16011,2,0,23.88,59.42,61.48,49.56,0.4956,1
CUST-0040304,52,Female,Widowed,Doctorate,Self-Employed,87370.9,Philadelphia,850,89,Standard,9300,0,13.79,1,0,1,2767.4,81.39,34,7,1,0,0.307,0,0,11,10,1,0,4.8,2684,5,1,22.07,59.64,47.32,10.28,0.1028,0
CUST-0040305,47,Male,Married,High School,Self-Employed,15369.18,Other,755,62,Standard,1600,0,15.85,1,0,0,104.11,52.06,2,0,0,4,0.081,0,0,11,5,1,0,4.2,124,4,2,14.94,63.16,39.75,11.49,0.1149,0
CUST-0040306,49,Female,Divorced,Associate,Employed,95774.93,Other,653,69,Standard,10200,0,17.09,2,0,0,2194.81,30.91,71,39,20,2,0.298,3,203.67,11,13,2,1,1.6,2777,4,1,63.42,70.96,34.67,80.18,0.8018,0
CUST-0040307,29,Male,Married,Bachelor,Student,43819.39,San Diego,599,15,Gold,14900,150,19.06,2,0,1,13011.59,86.74,150,31,23,2,0.87,0,0,13,7,0,0,2.4,11575,2,1,42.09,67.55,71.94,10.23,0.1023,0
CUST-0040308,77,Male,Divorced,Doctorate,Retired,299519.37,Phoenix,730,2,Standard,33100,0,15.24,2,0,1,12875.28,85.84,150,85,15,1,0.357,1,15,16,5,0,0,3.7,17909,1,0,29.79,64.49,40.46,9.05,0.0905,0
CUST-0040309,50,Female,Divorced,High School,Employed,29539.45,New York,772,5,Standard,3600,0,13.58,1,0,1,147.49,147.49,1,0,0,1,0.049,0,0,14,3,0,0,3.8,142,2,1,4.34,56.96,15.68,6.42,0.0642,0
CUST-0040310,52,Female,Married,Bachelor,Employed,118201.32,Other,490,67,Silver,31800,50,21.94,1,1,0,11992.35,79.95,150,30,60,1,0.512,0,0,15,3,0,0,3.8,16480,8,2,34.35,66.21,63.74,23.04,0.2304,0
CUST-0040311,43,Female,Divorced,Bachelor,Unemployed,109620.71,Phoenix,668,3,Silver,27800,50,15.68,2,1,0,17253.28,115.02,150,59,34,1,0.574,0,0,8,4,0,0,4.4,15571,2,0,37.4,51.6,72.61,9.27,0.0927,0
CUST-0040312,18,Male,Married,High School,Student,43142.57,Other,806,9,Platinum,20200,450,14.05,1,0,0,4370.8,95.02,46,23,1,5,0.241,0,0,14,8,1,1,3.1,5373,3,2,14.87,72.51,66.68,13.46,0.1346,0
CUST-0040313,40,Female,Married,Bachelor,Self-Employed,32591.99,Chicago,735,66,Gold,13400,150,16.12,1,0,1,4204.73,85.81,49,39,4,3,0.311,0,0,13,7,1,0,3.1,5866,3,2,18.74,69.59,75.53,10.93,0.1093,1
CUST-0040314,44,Female,Single,Bachelor,Retired,53516.87,Phoenix,672,16,Standard,4900,0,17.31,1,0,1,856.86,95.21,9,6,1,0,0.169,0,0,13,7,0,0,4.1,880,9,4,21.7,83.76,28.86,2.05,0.0205,0
CUST-0040315,33,Female,Single,High School,Employed,20567.59,Other,591,30,Gold,8600,150,16.85,3,1,0,2981.89,106.5,28,11,4,0,0.384,0,0,11,9,0,0,4.1,4230,3,0,32.4,64.8,56.85,4.26,0.0426,0
CUST-0040316,33,Female,Married,Bachelor,Student,61525.84,Other,751,18,Standard,10500,0,14.48,3,0,1,2355.85,78.53,30,15,1,0,0.23,0,0,16,9,2,1,3.1,3444,1,0,16.28,93.69,21.67,3.58,0.0358,0
CUST-0040317,39,Male,Married,Bachelor,Employed,23172.66,Los Angeles,667,71,Gold,10600,150,17.02,1,0,0,4992.43,118.87,42,14,0,0,0.446,0,0,9,5,1,0,3.2,6310,2,0,22.56,36.32,67.42,5.95,0.0595,0
CUST-0040318,54,Male,Divorced,Bachelor,Employed,99268.26,Other,795,20,Standard,13500,0,12.98,1,1,0,990.5,76.19,13,6,0,0,0.078,0,0,9,3,1,0,4.4,1228,5,1,13.84,42.84,23.4,6.16,0.0616,0
CUST-0040319,60,Male,Married,Bachelor,Retired,108903.18,Other,812,26,Standard,14000,0,13.09,2,1,0,1539.14,69.96,22,12,2,1,0.145,0,0,13,5,0,0,4.6,1508,4,3,3.79,81.11,23.02,0.99,0.0099,0
CUST-0040320,46,Male,Married,Associate,Unemployed,66874.98,Other,684,171,Silver,14500,50,17.7,1,1,1,2299.16,69.67,33,15,3,2,0.218,0,0,10,8,1,0,3.2,1970,4,2,12.65,59.83,74.98,2.62,0.0262,0
CUST-0040321,36,Female,Married,Bachelor,Employed,34454.03,Other,695,6,Standard,2900,0,16.7,1,0,0,1244.82,28.95,43,16,7,1,0.504,0,0,15,4,3,1,4.7,1283,3,1,35.49,64,16.89,13.61,0.1361,1
CUST-0040322,39,Male,Widowed,Bachelor,Employed,71370.97,Philadelphia,850,11,Platinum,32700,450,12.01,2,0,0,7602.75,50.68,150,50,23,3,0.244,0,0,16,5,0,0,4.3,10212,2,0,8.3,60.24,72.03,2.63,0.0263,0
CUST-0040323,45,Female,Single,High School,Employed,26996.28,Houston,727,31,Silver,8000,50,19.96,2,0,1,1441.09,120.09,12,9,0,1,0.202,2,15,6,3,4,1,2.5,1258,3,1,39.98,45.5,44.68,47.39,0.4739,0
CUST-0040324,46,Female,Widowed,Associate,Employed,20320.74,Other,603,42,Standard,1000,0,17.5,1,0,0,359.36,39.93,9,1,2,3,0.387,0,0,12,5,1,0,3.4,531,3,1,29.89,54.13,27.64,11.99,0.1199,0
CUST-0040325,49,Female,Married,Bachelor,Employed,34804.89,Chicago,624,37,Standard,1800,0,16.48,1,0,0,1087.44,25.89,42,9,1,0,0.639,0,0,10,5,0,0,4.5,1212,4,1,31.05,51.8,27.88,11.55,0.1155,0
CUST-0040326,38,Male,Married,High School,Employed,101035.44,Other,634,26,Standard,15700,0,17.92,1,0,1,6690.43,115.35,58,42,0,2,0.42,0,0,10,7,0,0,4.8,7264,2,1,15.96,49.32,35.16,6.29,0.0629,0
CUST-0040327,50,Female,Single,Master,Employed,190712.07,Philadelphia,562,16,Silver,45700,50,19.15,1,0,1,11215.08,74.77,150,67,15,1,0.25,1,70.11,12,8,1,0,4.2,14715,3,1,35.99,59.28,63,21.05,0.2105,0
CUST-0040328,49,Male,Single,High School,Unemployed,81891.87,Other,694,47,Platinum,37300,450,17.96,1,1,1,17233.32,114.89,150,60,31,2,0.465,0,0,19,8,0,0,3.6,22868,2,0,28.18,68.29,100,8.66,0.0866,0
CUST-0040329,38,Male,Married,Associate,Self-Employed,82689.84,Houston,623,80,Silver,21200,50,20.55,1,0,0,6027.79,40.19,150,46,2,1,0.384,0,0,13,6,1,1,3.5,7867,3,2,28.24,66.61,61.88,10.19,0.1019,0
CUST-0040330,21,Male,Single,Bachelor,Unemployed,65674.62,Other,652,21,Standard,5000,0,16.13,3,0,1,1229.61,81.97,15,8,0,2,0.312,0,0,12,3,1,0,4.4,1357,3,2,12.86,78.25,26.03,0.77,0.0077,0
CUST-0040331,32,Male,Married,Master,Employed,71896.63,New York,723,199,Silver,18400,50,15.4,3,1,1,7371.48,49.14,150,75,0,2,0.403,0,0,8,7,0,0,3.3,9917,3,0,26.39,64.43,99.77,6.21,0.0621,0
CUST-0040332,64,Male,Married,Bachelor,Employed,119437.4,Chicago,672,94,Standard,16200,0,16.2,1,0,0,4042.96,118.91,34,7,0,1,0.308,3,56.8,9,4,3,0,3.1,4034,2,0,68.17,42.88,47.72,82.52,0.8252,1
CUST-0040333,21,Male,Widowed,High School,Employed,47247.27,Houston,832,7,Standard,6900,0,11.74,2,0,0,1189.23,99.1,12,5,0,1,0.196,2,18.7,12,3,0,0,2.8,1089,1,1,36.6,57.26,16.68,25.54,0.2554,0
CUST-0040334,61,Female,Single,Bachelor,Student,152027.49,Other,741,28,Standard,18700,0,16.51,3,0,1,7250.09,52.92,137,44,4,0,0.386,0,0,12,8,4,3,1.1,9740,1,0,16.11,75.35,32.96,23.08,0.2308,0
CUST-0040335,21,Male,Married,High School,Employed,22674.41,Chicago,557,46,Silver,6700,50,20.3,2,0,0,4237.68,78.48,54,33,0,4,0.796,0,0,6,3,0,0,4.9,4611,1,1,39.99,51.09,50.43,11.76,0.1176,0
CUST-0040336,33,Male,Married,Bachelor,Employed,67917.18,San Diego,675,26,Silver,15400,50,16.65,2,1,0,5764.1,40.03,144,84,4,2,0.404,0,0,9,6,0,0,5,7946,4,2,24.21,68.07,51.71,3.6,0.036,0
CUST-0040337,39,Male,Married,Associate,Employed,46949.82,New York,631,19,Standard,3200,0,18.77,1,0,1,1498.86,78.89,19,10,0,0,0.438,0,0,13,7,1,0,3.4,1528,0,0,23.38,41.38,19.76,15.25,0.1525,0
CUST-0040338,67,Female,Single,Bachelor,Self-Employed,83756.9,Other,717,39,Gold,29400,150,14.83,2,1,1,7598.22,96.18,79,24,3,1,0.24,1,15,10,7,0,0,4.3,8660,3,1,31.89,57.1,76.16,14.41,0.1441,0
CUST-0040339,44,Male,Single,High School,Employed,16347.04,Other,611,7,Standard,4300,0,18.04,2,0,1,1579.74,98.73,16,11,0,4,0.402,2,256.86,10,8,1,0,5,1704,6,1,51.79,71.9,17.47,24.96,0.2496,0
CUST-0040340,41,Male,Single,High School,Employed,22018.06,Philadelphia,560,51,Gold,9500,150,19.55,3,0,1,2911.73,80.88,36,12,4,2,0.308,2,33.52,14,5,0,0,3.4,2633,2,2,53.58,84.52,58.72,16.97,0.1697,0
CUST-0040341,31,Female,Married,Bachelor,Employed,75408.24,Other,756,8,Standard,10300,0,13.43,1,1,1,2259.78,80.71,28,7,0,2,0.205,1,27.91,11,6,0,0,3.9,1989,5,0,26.21,43.21,17.6,32.36,0.3236,0
CUST-0040342,50,Male,Single,Bachelor,Retired,77070.91,Los Angeles,701,201,Silver,18700,50,17.23,1,0,1,6370.13,59.53,107,84,31,2,0.389,0,0,16,9,0,0,4.9,6549,1,0,18.17,57.82,94.92,2.58,0.0258,0
CUST-0040343,37,Male,Divorced,High School,Employed,15616.01,Other,571,60,Silver,1000,50,17.8,1,0,0,402.57,100.64,4,2,0,1,0.472,0,0,9,8,2,1,3.6,544,4,2,34.51,59.9,36.31,19.92,0.1992,0
CUST-0040344,41,Male,Married,Associate,Unemployed,40698.9,San Antonio,744,36,Silver,12600,50,14.81,1,0,0,1323.87,41.37,32,16,3,2,0.139,0,0,12,9,0,0,3.9,1609,1,1,8.49,61.81,42.91,2.77,0.0277,0
CUST-0040345,39,Female,Married,Master,Retired,43009.26,Los Angeles,688,2,Standard,7300,0,17.41,1,0,0,1286.88,107.24,12,5,0,0,0.228,3,278.57,12,7,1,0,3.4,1074,1,0,50.78,52.27,20.06,57.82,0.5782,0
CUST-0040346,53,Female,Widowed,Bachelor,Employed,119121.33,Los Angeles,647,117,Gold,42400,150,18.19,2,0,1,27173.89,181.16,150,105,55,2,0.614,0,0,9,7,5,2,2,24564,4,1,37.27,65.16,100,45.28,0.4528,1
CUST-0040347,53,Female,Single,Doctorate,Employed,95745.91,Other,788,34,Standard,8300,0,14.68,1,0,1,1707.27,89.86,19,7,1,4,0.249,0,0,17,5,0,0,4.3,2297,4,1,8.43,71.99,27.45,3.75,0.0375,0
CUST-0040348,32,Female,Single,Bachelor,Retired,31967.79,San Diego,654,8,Standard,2100,0,14.89,3,0,1,1225.7,122.57,10,4,1,4,0.647,0,0,16,5,0,0,3.7,1316,4,0,29.92,76.65,22.91,4.73,0.0473,0
CUST-0040349,35,Male,Single,Associate,Self-Employed,80808.4,Chicago,603,13,Silver,20000,50,21.38,3,0,1,6984.24,46.56,150,45,22,0,0.414,0,0,7,6,0,0,4.3,10417,3,1,21.91,55.91,40.46,14.81,0.1481,0
CUST-0040350,34,Female,Divorced,Doctorate,Self-Employed,49096.97,Other,580,2,Silver,13600,50,19.2,1,0,1,6399.92,61.54,104,48,43,1,0.558,1,30.84,16,4,4,4,1.6,6861,3,1,48.93,71.65,54.09,83.17,0.8317,0
CUST-0040351,46,Female,Married,High School,Employed,38354.77,Other,601,96,Gold,12300,150,18.35,2,0,0,2913.88,83.25,35,15,1,1,0.243,0,0,10,5,2,2,2,3286,1,0,18.05,57.99,72.17,16.58,0.1658,0
CUST-0040352,55,Male,Married,Associate,Self-Employed,73131.41,Other,704,82,Gold,27500,150,14.39,1,1,0,4099.65,91.1,45,22,3,1,0.182,1,15,14,5,0,0,3,5330,4,2,24.22,60.16,82.59,23.47,0.2347,0
CUST-0040353,46,Female,Married,Bachelor,Employed,48775.79,Houston,703,25,Standard,7200,0,15.98,3,1,0,3090.74,110.38,28,21,0,1,0.394,3,69.46,5,1,3,0,4,4161,3,1,67.75,52.12,24.68,75.18,0.7518,0
CUST-0040354,18,Female,Married,High School,Employed,41756.4,Phoenix,576,31,Gold,19300,150,19.04,1,0,0,6743.43,100.65,67,25,5,2,0.347,0,0,9,3,1,1,2.6,5864,6,5,21.61,77.04,61.62,14.71,0.1471,0
CUST-0040355,53,Male,Single,Bachelor,Employed,151740.33,Other,626,5,Silver,36600,50,19.43,4,0,0,10416.06,69.44,150,30,17,1,0.372,1,34.05,14,6,0,0,4.4,12501,1,0,33.05,82.42,57.62,3.15,0.0315,0
CUST-0040356,26,Male,Married,Doctorate,Self-Employed,82645.22,Chicago,746,28,Silver,22400,50,11.84,1,0,0,6145.86,89.07,69,40,0,2,0.352,0,0,13,5,4,0,4.8,5369,4,3,19.25,75.37,54.26,2.01,0.0201,0
CUST-0040357,34,Female,Married,Master,Employed,94694.75,Philadelphia,765,14,Standard,12200,0,14.14,1,1,1,2146.62,102.22,21,10,0,1,0.215,0,0,7,8,1,1,3.6,3026,1,1,18.61,48.19,28.08,38.91,0.3891,1
CUST-0040358,46,Male,Single,High School,Employed,36977.94,San Diego,798,22,Silver,9800,50,11.83,1,0,0,1802.38,78.36,23,13,0,1,0.203,1,25.5,11,7,0,0,3.7,1732,2,0,20.07,45.63,46.71,27.16,0.2716,1
CUST-0040359,42,Male,Single,Master,Employed,80819.61,Other,580,45,Silver,18100,50,17.87,2,0,1,8036.6,78.79,102,81,13,1,0.458,1,15,14,3,1,0,3.9,11796,4,0,51.63,50.78,53.25,33.65,0.3365,0
